"numero_dpe","date_derniere_modification_dpe","date_visite_diagnostiqueur","date_etablissement_dpe","date_reception_dpe","date_fin_validite_dpe","numero_dpe_remplace","numero_dpe_immeuble_associe","id_rnb","provenance_id_rnb","numero_immatriculation_copropriete","modele_dpe","version_dpe","methode_dpe","categorie_erp","secteur_activite","etiquette_dpe","etiquette_ges","annee_construction","periode_construction","surface_shon","surface_utile","nombre_occupant","adresse_ban","numero_voie_ban","nom_rue_ban","nom_commune_ban","code_postal_ban","code_insee_ban","code_departement_ban","code_region_ban","identifiant_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","score_ban","statut_geocodage","adresse_brut","nom_commune_brut","code_postal_brut","numero_etage_appartement","nom_residence","complement_adresse_batiment","complement_adresse_logement","conso_kwhep_m2_an","emission_ges_kg_co2_m2_an","type_energie_principale_chauffage","type_energie_n1","type_usage_energie_n1","conso_ep_energie_n1","conso_ef_energie_n1","frais_annuel_energie_n1","annee_releve_conso_energie_n1","type_energie_n2","type_usage_energie_n2","conso_ep_energie_n2","conso_ef_energie_n2","frais_annuel_energie_n2","annee_releve_conso_energie_n2","type_energie_n3","type_usage_energie_n3","conso_ep_energie_n3","conso_ef_energie_n3","frais_annuel_energie_n3","annee_releve_conso_energie_n3"
"2534T0952093A","2025-04-29","2025-03-19","2025-03-19","2025-03-20","2035-03-18",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge","5ème Catégorie","N : Restaurants et débits de boisson",,,,"1948-1974",38.7,100,0,"Quai Port Plaisance Tino Rossi 20000 Ajaccio",,"Quai Port Plaisance Tino Rossi","Ajaccio","20000","2A004","2A","94","2A004_0280",1176791.21,6108156.17,0.54,"adresse géocodée ban à l'adresse","Quai Royal Port de Plaisance
""L'Astrolabe""
local à côté du ""Le Libanais""","MAUGUIO","34130",0,,"LD194/25-03/WEIBEL",,,,,,,,,,,,,,,,,,,,,,
"2520T0149755I","2025-04-29","2025-01-12","2025-01-15","2025-01-16","2035-01-14","2320T1295997M",,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","N : Restaurants et débits de boisson","E","B",,"avant 1948",82.1,100,50,"Matra",,,"Matra","20270","2B155","2B","94","2B155",1227498.61,6152528.52,0.14,"adresse géocodée ban à l'adresse","Matra","MATRA","20270",0,,"2023-02-18","Etage RDC/Etage 1",347.5,9.7,,"Électricité","périmètre de l'usage inconnu",31364.3,13636.7,2758.7,2025,,,,,,,,,,,,
"2420T2946996M","2025-04-29","2024-08-20","2024-08-20","2024-08-26","2034-08-19",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture dans un bâtiment de logement",,"autres tertiaires non ERP","E","B",1948,"après 2021",119.7,131.6,5,"Place du Canon 20220 L'Île-Rousse",,"Place du Canon","L'Île-Rousse","20220","2B134","2B","94","2B134_0076",1187192.36,6189007.59,0.95,"adresse non géocodée ban car aucune correspondance trouvée","PLACE DU CANON","L'ILE ROUSSE","20220",,,,,367,10,,"Électricité","Eau Chaude sanitaire",48300,21000,3024,2024,"Électricité","Eau Chaude sanitaire",48300,21000,3024,2023,"Électricité","Eau Chaude sanitaire",48300,21000,3024,2022
"2420T3459081B","2025-04-29","2024-10-02","2024-10-02","2024-10-03","2034-10-01",,"2420T3459078Y",,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire bâtiment neuf","1ère Catégorie","autres tertiaires non ERP","C","A",2024,"après 2021",592.4,592.4,1,"Lotissement Les Jardins de Porticcio 20166 Grosseto-Prugna",,"Lotissement Les Jardins de Porticcio","Grosseto-Prugna","20166","2A130","2A","94","2A130_A068",1183019.76,6106115.59,0.35,"adresse non géocodée ban car aucune correspondance trouvée","Centre commercial les Marines","PORTICCIO","20166",,,,"1-BUREAUX/CO-3-Plateau 2.3.A (18 partiel EDD)",124,3,"Électricité","Électricité","Eau Chaude sanitaire",716.7,9660.2,1963,,"Électricité","Refroidissement",598.8,8070.8,1640,,"Électricité","Chauffage",486.4,6556,1332,
"2420T3291698G","2025-04-29","2024-09-15","2024-09-20","2024-09-21","2034-09-19",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture","5ème Catégorie","U : Établissements de soins","D","A",,"1948-1974",3800,100,0,"12 Avenue Napoleon III 20110 Propriano","12","Avenue Napoleon III","Propriano","20110","2A249","2A","94","2a249_0181_00012",1192230.77,6082240.13,0.56,"adresse géocodée ban à l'adresse","12 AVENUE NAPOLEON III","AJACCIO","20000",0,,"24-09-FILIPPINI-1823",,429.2,11.9,,"Électricité","auxiliaires et ventilation",1794029.9,780013,139089,2023,,,,,,,,,,,,
"2520T0312883M","2025-04-29","2025-01-28","2025-01-28","2025-01-29","2035-01-27",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture","5ème Catégorie","U : Établissements de soins","C","A",,"1948-1974",78.5,100,0,"Rue Lucien Bonaparte 20000 Ajaccio",,"Rue Lucien Bonaparte","Ajaccio","20000","2A004","2A","94","2a004_b5fof0",1175282.15,6107475.8,0.68,"adresse géocodée ban à l'adresse","44 Cours Lucien Bonaparte","Ajaccio","20090",0,,"25/FOURNIER/0758","RDC",120.9,3.4,,"Électricité","périmètre de l'usage inconnu",10447.4,4542.3,1317,2022,,,,,,,,,,,,
"2420T4302431P","2025-04-29","2024-12-02","2024-12-03","2024-12-04","2034-12-02",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","U : Établissements de soins","B","A",1992,"1989-2000",169.6,100,0,"Résidence Petra Verde 20200 Bastia",,"Résidence Petra Verde","Bastia","20200","2B033","2B","94","2B033_A256",1227765.92,6199840.36,0.61,"adresse géocodée ban à l'adresse","RESIDENCE - PETRA VERDE. ZAC DU FANGO","BASTIA","20200",0,,"007G9002761","Etage : RDC",55.7,1.5,,"Électricité","périmètre de l'usage inconnu",10379.9,4513,1015.4,2024,,,,,,,,,,,,
"2520T1207747I","2025-04-29","2025-04-07","2025-04-07","2025-04-08","2035-04-06",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,2015,"2013-2021",,201.3,500,"Résidence de Baleone 20167 Sarrola-Carcopino",,"Résidence de Baleone","Sarrola-Carcopino","20167","2A271","2A","94","2a271_a8iv5h",1182339.53,6113839.19,0.46,"adresse non géocodée ban car aucune correspondance trouvée","ZA Baléone Centre, Bâtiment A, Michel Ange","SARROLA-CARCOPINO","20167",0,,,,,,,,,,,,,,,,,,,,,,,,
"2420T3517352G","2025-04-29","2024-10-07","2024-10-07","2024-10-08","2034-10-06",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture dans un bâtiment de logement",,"autres tertiaires non ERP","C","A",1960,"1948-1974",,332.1,500,"8 Avenue Napoléon 3 20000 Ajaccio","8","Avenue Napoléon 3","Ajaccio","20000","2A004","2A","94","2a004_0990_00008",1176240.79,6108815.11,0.56,"adresse non géocodée ban car aucune correspondance trouvée","8 avenue Napoléon III, Parc Billelo","AJACCIO","20000",0,,,,97.9,2.7,"Électricité","Électricité","Chauffage",32496.7,14129,2906.1,2024,,,,,,,,,,,,
"2520T1204890L","2025-04-29","2025-04-07","2025-04-07","2025-04-08","2035-04-06",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture dans un bâtiment de logement",,"locaux d'entreprise (bureaux)","D","B",2008,"2006-2012",21.7,23.8,1,"Residence Caroline 20260 Calvi",,"Residence Caroline","Calvi","20260","2B050","2B","94","2B050_A258",1173738.34,6179277.63,0.7,"adresse non géocodée ban car aucune correspondance trouvée","Résidence LES CAROLINES","CALVI","20260",,,,,121,3,,"Électricité","Eau Chaude sanitaire",2896,1259,181,2023,"Électricité","Eau Chaude sanitaire",2896,1259,181,2025,"Électricité","Eau Chaude sanitaire",2896,1259,181,2024
"2420T4532677F","2025-04-29","2024-12-12","2024-12-20","2024-12-21","2034-12-19","2420T4462120M",,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge",,"locaux d'entreprise (bureaux)",,,2022,"après 2021",,90.5,500,"Chemin de Pastoreccia 20600 Bastia",,"Chemin de Pastoreccia","Bastia","20600","2B033","2B","94","2B033_1315",1226935.37,6195470.7,0.56,"adresse non géocodée ban car aucune correspondance trouvée","lieu dit PASTORECCIA","BASTIA","20600",0,"ZAE D'ERBAJOLO Bâtiment",,,,,,,,,,,,,,,,,,,,,,,
"2520T1293805G","2025-04-29","2025-04-09","2025-04-09","2025-04-15","2035-04-08",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture dans un bâtiment de logement",,"autres tertiaires non ERP","F","C",1980,"1978-1982",37.8,41.5,2,"Lumio",,,"Lumio","20260","2B150","2B","94","2B150",1178161.35,6182556.8,0.51,"adresse non géocodée ban car aucune correspondance trouvée","COCODY","LUMIO","20260",,,,"N°Lot : 10",450,12,,"Électricité","Eau Chaude sanitaire",18667,8116,1169,2023,"Électricité","Eau Chaude sanitaire",18667,8116,1169,2025,"Électricité","Eau Chaude sanitaire",18667,8116,1169,2024
"2520T1086172J","2025-04-29","2024-12-26","2025-03-28","2025-03-29","2035-03-27",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture","5ème Catégorie","T : Salles d'exposition à vocation commerciale","C","A",,"2001-2005",71.8,100,0,"N Route Nationale 193 20620 Biguglia",,"N Route Nationale 193","Biguglia","20620","2B037","2B","94","2B037_0249",1228141,6190502.67,0.5,"adresse géocodée ban à l'adresse","Lieu dit Ceppe - RN 193","BIGUGLIA","20620",0,,"24/IMO/0466/RBC","RDC Sud",189.1,5.3,,"Électricité","périmètre de l'usage inconnu",8881.1,3861.3,1340.7,2023,"Électricité","périmètre de l'usage inconnu",6041.3,2626.7,912,2024,,,,,,
"2420T2794291F","2025-04-29","2024-08-01","2024-08-01","2024-08-02","2034-07-31",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","D","B",,"avant 1948",65,100,20,"Quai Napoleon 20000 Ajaccio",,"Quai Napoleon","Ajaccio","20000","2A004","2A","94","2A004_0980",1176761.61,6108179.12,0.58,"adresse non géocodée ban car aucune correspondance trouvée","49 Cours Napoléon","AJACCIO","20000",0,,"D.207.24",,184.4,5.1,,"Électricité","périmètre de l'usage inconnu",13181.3,5731,1075,2024,,,,,,,,,,,,
"2420T3552400G","2025-04-29","2024-10-07","2024-10-09","2024-10-10","2034-10-08",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,2018,"2013-2021",194.7,100,0,"428 San Lorenzo 20620 Biguglia","428","San Lorenzo","Biguglia","20620","2B037","2B","94","2b037_b119_00428",1228028.42,6191928.1,0.43,"adresse géocodée ban à l'adresse","428 San Lorenzo","BIGUGLIA","20620",0,,"20620-ESPACE-PISCINES-300824 lot 3",,,,,,,,,,,,,,,,,,,,,,
"2520T0539070Z","2025-04-29","2025-01-23","2025-02-16","2025-02-17","2035-02-15",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,,"1989-2000",145,100,0,"Quartier du Fango 20200 Bastia",,,"Bastia","20200","2B033","2B","94","2B033_1836",1227702.1,6199827.78,0.52,"adresse géocodée ban à l'adresse","LE FORUM DU FANGO","BASTIA","20200",0,,"25/01/PASQUALE/0077","RDC",,,,,,,,,,,,,,,,,,,,,
"2520T0529978H","2025-04-29","2025-02-09","2025-02-16","2025-02-17","2035-02-15","2520T0529963S",,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture",,"autres tertiaires non ERP","E","B",1970,"1948-1974",,32,500,"153 Rue Ange François Fantauzzi 20200 Bastia","153","Rue Ange François Fantauzzi","Bastia","20200","2B033","2B","94","2b033_4pxfez_00153",1228089.67,6195432.83,0.97,"adresse géocodée ban à l'adresse","153 rue Ange François Fantauzzi","BASTIA","20200",,,,,345,9.6,"Électricité","Électricité","Chauffage",33120,14400,4200,2025,,,,,,,,,,,,
"2420T4515815R","2025-04-29","2024-10-07","2024-12-18","2024-12-19","2034-12-17",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","C","B",2018,"2013-2021",676.3,100,0,"428 San Lorenzo 20620 Biguglia","428","San Lorenzo","Biguglia","20620","2B037","2B","94","2b037_b119_00428",1228028.42,6191928.1,0.43,"adresse géocodée ban à l'adresse","428 San Lorenzo","BIGUGLIA","20620",0,,"20620-ESPACE-PISCINES-300824 lot 3",,144.9,4,,"Électricité","périmètre de l'usage inconnu",107770.3,46856.7,8575.7,2024,,,,,,,,,,,,
"2420T2797133N","2025-04-29","2024-07-18","2024-08-01","2024-08-02","2034-07-31",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","A","A",2014,"2013-2021",148.6,100,6,"Rue Maréchal Juin 20600 Bastia",,"Rue Maréchal Juin","Bastia","20600","2B033","2B","94","2B033_2036",1227905.83,6195837.18,0.61,"adresse géocodée ban à l'adresse","Rue du Maréchal Juin 20600 BASTIA","BASTIA","20600",0,,"240719 ELC INVEST","Etage 3",40.5,1.1,,"Électricité","périmètre de l'usage inconnu",6614.8,2876,689.6,2024,,,,,,,,,,,,
"2420T3103804O","2025-04-29","2024-09-05","2024-09-05","2024-09-06","2034-09-04",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture",,"autres tertiaires non ERP","F","C",1990,"1989-2000",,96.6,500,"Allée de Santa Lina 20090 Ajaccio",,"Allée de Santa Lina","Ajaccio","20090","2A004","2A","94","2a004_jm0u5h",1171858.85,6106670.55,0.38,"adresse non géocodée ban car aucune correspondance trouvée","Boulevard Tino Rossi, Espace Santa Lina","AJACCIO","20000",0,,,,442.5,12.3,,"Électricité","périmètre de l'usage inconnu",42736.3,18581,3794.4,2024,,,,,,,,,,,,
"2520T0480066P","2025-04-29","2024-10-08","2025-02-11","2025-02-12","2035-02-10","2520T0480063M",,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","locaux d'entreprise (bureaux)","B","A",2021,"2013-2021",52.5,100,0,"Rue Pasteur 20137 Porto-Vecchio",,"Rue Pasteur","Porto-Vecchio","20137","2A247","2A","94","2A247_0285",1224563.58,6075504.18,0.57,"adresse géocodée ban à l'adresse","U SCHEGARU, Rue du Pasteur","PORTO VECCHIO","20137",0,,"24/IMO/1373","Etage RDC",60,1.7,,"Électricité","périmètre de l'usage inconnu",3463.8,1506,522.7,2023,,,,,,,,,,,,
"2420T3910854Y","2025-04-29","2024-10-03","2024-11-05","2024-11-06","2034-11-04",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge","5ème Catégorie","O : Hôtels et pensions de famille",,,,"1948-1974",717.4,100,0,"Route de la Marana 20620 Biguglia",,"Route de la Marana","Biguglia","20620","2B037","2B","94","2B037_0238",1230817.73,6191568.86,0.46,"adresse géocodée ban à l'adresse","Hotel Restaurant Pineto
Lagune de la Marana","BIGUGLIA","20620",0,,"J112024/Les/2665''","Local Commercial Batiment Sud",,,,,,,,,,,,,,,,,,,,,
"2420T4050717H","2025-04-29","2024-10-20","2024-11-16","2024-11-17","2034-11-15",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","C","A",,"1983-1988",33.3,100,3,"2108 Corsu Di l'Aeroportu 20290 Lucciana","2108","Corsu Di l'Aeroportu","Lucciana","20290","2B148","2B","94","2b148_0vhm3s_02108",1231374.16,6182960.88,0.62,"adresse géocodée ban à l'adresse","2108 Bd Corsu di l'Aeroportu","LUCCIANA","20290",0,,"241021 SCI GP","Etage RDC",132,3.7,,"Électricité","périmètre de l'usage inconnu",4833.5,2101.5,616.1,2023,,,,,,,,,,,,
"2420T3619008C","2025-04-29","2024-10-14","2024-10-14","2024-10-15","2034-10-13",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","D","B",1949,"1948-1974",,38,500,"10 Cours Soeur Amelie 20100 Sartène","10","Cours Soeur Amelie","Sartène","20100","2A272","2A","94","2a272_0400_00010",1198571.33,6076509.8,0.96,"adresse non géocodée ban car aucune correspondance trouvée","10 Cours Soeur Amélie","SARTÈNE","20100",0,"Bâtiment",,,223.9,6.2,,"Électricité","périmètre de l'usage inconnu",8510,3700,859.1,2025,,,,,,,,,,,,
"2420T3452869D","2025-04-29","2024-09-29","2024-10-01","2024-10-02","2034-09-30",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","W : Administrations, banques, bureaux","B","A",,"avant 1948",135,100,0,"8 Rue Miot 20200 Bastia","8","Rue Miot","Bastia","20200","2B033","2B","94","2b033_1100_00008",1228434.43,6199379.48,0.59,"adresse géocodée ban à l'adresse","8 Rue Miot","BASTIA","20200",0,,"24/10/Union/0030",,65.9,1.8,,"Électricité","périmètre de l'usage inconnu",9786.5,4255,979.3,2024,,,,,,,,,,,,
"2520T0464264V","2025-04-29","2025-01-26","2025-02-10","2025-02-11","2035-02-09",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge",,"autres tertiaires non ERP",,,1970,"1948-1974",,93.3,500,"37 Boulevard Pascal Paoli 20200 Bastia","37","Boulevard Pascal Paoli","Bastia","20200","2B033","2B","94","2b033_1280_00037",1228541.2,6199483.86,0.73,"adresse non géocodée ban car aucune correspondance trouvée","37 boulevard paoli","BASTIA","20200",,"Bâtiment",,,,,,,,,,,,,,,,,,,,,,,
"2520T0249777I","2025-04-29","2025-01-17","2025-01-23","2025-01-24","2035-01-22",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","N : Restaurants et débits de boisson",,,,"1948-1974",124.5,100,0,"Route de Pietramaggiore 20260 Calvi",,"Route de Pietramaggiore","Calvi","20260","2B050","2B","94","2B050_0264",1173328.05,6177919.92,0.49,"adresse géocodée ban à l'adresse","Route de Pietramaggiore","CALVI","20260",0,,"2025-02-02A",,,,,,,,,,,,,,,,,,,,,,
"2420T2733604C","2025-04-29","2024-07-28","2024-07-28","2024-07-29","2034-07-27",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture",,"autres tertiaires non ERP","E","B",2000,"1989-2000",,373.5,500,"ZI Tragone 20620 Biguglia",,"ZI Tragone","Biguglia","20620","2B037","2B","94","2B037_A247",1228658.7,6188320.62,0.6,"adresse non géocodée ban car aucune correspondance trouvée","Lieu dit Tragone","BIGUGLIA","20620",,"Route Territoriale 11",,,279.9,7.8,,"Électricité","périmètre de l'usage inconnu",107899.9,46913,9423.3,2024,"Électricité","périmètre de l'usage inconnu",101223,44010,8840.2,2023,,,,,,
"2420T2495026A","2025-04-29","2024-07-07","2024-07-09","2024-07-10","2034-07-08",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,,"1948-1974",58.9,100,0,"4 Rue Marechal Juin 20137 Porto-Vecchio","4","Rue Marechal Juin","Porto-Vecchio","20137","2A247","2A","94","2a247_0200_00004",1224156.82,6074941.25,0.57,"adresse géocodée ban à l'adresse","4 rue du maréchal Juin","PORTO-VECCHIO","20137",0,,"24/IMO/7665/ABM",,,,,,,,,,,,,,,,,,,,,,
"2520T1233780P","2025-04-29","2025-04-08","2025-04-09","2025-04-10","2035-04-08",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","A","A",,"1983-1988",58.7,100,0,"Quartier Toga 20200 Bastia",,,"Bastia","20200","2B033","2B","94","2b033_sbfz4c",1228618.83,6200346.14,0.52,"adresse géocodée ban à l'adresse","Port de TOGA","BASTIA","20200",0,,"25040903","Local RDC",23.9,0.7,,"Électricité","périmètre de l'usage inconnu",1541.8,670.3,233,2024,,,,,,,,,,,,
"2420T4430581L","2025-04-29","2024-12-12","2024-12-12","2024-12-13","2034-12-11","2420T4374165P",,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture",,"autres tertiaires non ERP","C","A",1992,"1989-2000",,236.3,500,"Boulevard Sampiero 20000 Ajaccio",,"Boulevard Sampiero","Ajaccio","20000","2A004","2A","94","2A004_1290",1176645.5,6108832.73,0.83,"adresse non géocodée ban car aucune correspondance trouvée","4 Boulevard Sampiero","AJACCIO","20000",0,,,,125.4,3.5,,"Électricité","périmètre de l'usage inconnu",30155.3,13111,2648.8,2024,"Électricité","périmètre de l'usage inconnu",30104.7,13089,2644.3,2022,"Électricité","périmètre de l'usage inconnu",28658,12460,2517.3,2023
"2420T4407835P","2025-04-29","2024-12-04","2024-12-11","2024-12-12","2034-12-10",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","J : Structures d’accueil pour personnes âgées ou personnes handicapées",,,,"avant 1948",128.9,100,0,"7 Rue Marechal d’Ornano 20000 Ajaccio","7","Rue Marechal d’Ornano","Ajaccio","20000","2A004","2A","94","2a004_0870_00007",1176353.87,6108277.02,0.97,"adresse non géocodée ban car aucune correspondance trouvée","7 Rue Maréchal d'Ornano","AJACCIO","20000",0,,"DIA-PNA04-2412-006","Etage : RDC",,,,,,,,,,,,,,,,,,,,,
"2420T3937005T","2025-04-29","2024-11-06","2024-11-06","2024-11-07","2034-11-05",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture",,"autres tertiaires non ERP","D","B",1930,"avant 1948",,33.4,500,"42 Cours Napoléon 20000 Ajaccio","42","Cours Napoléon","Ajaccio","20000","2A004","2A","94","2a004_0970_00042",1176555.68,6108635.46,0.98,"adresse non géocodée ban car aucune correspondance trouvée","42 Cours Napoléon","AJACCIO","20000",0,,,,188.8,5.3,,"Électricité","périmètre de l'usage inconnu",6313.5,2745,678.2,2024,,,,,,,,,,,,
"2534T1086326V","2025-04-29","2025-03-19","2025-03-28","2025-03-29","2035-03-27",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,,"1948-1974",38.7,100,0,"Quai Port Plaisance Tino Rossi 20000 Ajaccio",,"Quai Port Plaisance Tino Rossi","Ajaccio","20000","2A004","2A","94","2A004_0280",1176791.21,6108156.17,0.54,"adresse géocodée ban à l'adresse","Quai Royal Port de Plaisance
""L'Astrolabe""
local à côté du ""Le Libanais""","MAUGUIO","34130",0,,"LD204/25-03/WEIBEL",,,,,,,,,,,,,,,,,,,,,,
"2420T2335729F","2025-04-29","2024-06-16","2024-06-26","2024-06-27","2034-06-25","2420T2335673B",,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","C","A",1970,"1948-1974",45.5,100,1,"Centre Commercial la Rocade 20600 Furiani",,"Centre Commercial la Rocade","Furiani","20600","2B120","2B","94","2B120_B300",1227877.22,6194513.09,0.48,"adresse géocodée ban à l'adresse","Centre commercial le Polygone","BASTIA","20600",0,,"240617 SIMONPAOLI","Etage RDCsur sous-sol",132.8,3.7,,"Électricité","périmètre de l'usage inconnu",6649.3,2891,0,2024,,,,,,,,,,,,
"2520T0903837M","2025-04-29","2025-03-03","2025-03-16","2025-03-17","2035-03-15",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","U : Établissements de soins",,,,"avant 1948",63.9,100,0,"5 Rue Notre Dame de Lourdes 20200 Bastia","5","Rue Notre Dame de Lourdes","Bastia","20200","2B033","2B","94","2b033_1220_00005",1228574.04,6199834.72,0.62,"adresse géocodée ban à l'adresse","5, Rue Notre Dame de Lourdes, RDC","BASTIA","20200",0,,"25/019",,,,,,,,,,,,,,,,,,,,,,
"2420T3672156G","2025-04-29","2024-09-29","2024-10-17","2024-10-18","2034-10-16",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge","5ème Catégorie","locaux d'entreprise (bureaux)",,,,"1978-1982",144.5,100,5,"Zone Industrielle de Tragonne 20620 Biguglia",,"Zone Industrielle de Tragonne","Biguglia","20620","2B037","2B","94","2b037_ss1x90",1228904.99,6188306.39,0.46,"adresse géocodée ban à l'adresse","Zone industrielle de Tragone","BIGUGLIA","20620",0,,"24/0285/LLO",,,,,,,,,,,,,,,,,,,,,,
"2520T1285430D","2025-04-29","2025-04-08","2025-04-14","2025-04-15","2035-04-13",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","B","A",,"1948-1974",209.7,100,0,"19 Rue du General Leclerc 20137 Porto-Vecchio","19","Rue du General Leclerc","Porto-Vecchio","20137","2A247","2A","94","2a247_0157_00019",1224283.78,6075360.45,0.81,"adresse non géocodée ban car aucune correspondance trouvée","19 RUE GENERAL LECLERC","PORTO-VECCHIO","20137",0,,"2025-04-059","Etage : Rez-de-chaussée et étage",83.7,2.3,,"Électricité","périmètre de l'usage inconnu",19308.5,8395,2464,2024,,,,,,,,,,,,
"2520T0503916X","2025-04-29","2025-02-12","2025-02-12","2025-02-13","2035-02-11",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge","5ème Catégorie","locaux d'entreprise (bureaux)",,,,"1948-1974",108.7,100,0,"R Conventionnel F Salicetti 20000 Ajaccio",,"R Conventionnel F Salicetti","Ajaccio","20000","2A004","2A","94","2A004_0373",1176316.41,6109153.87,0.54,"adresse géocodée ban à l'adresse","Rue Conventionnel F Salicetti","AJACCIO","20000",0,,"DIA-PNA01-2502-035","Etage : RDC/SS",,,,,,,,,,,,,,,,,,,,,
"2420T3730810E","2025-04-29","2024-10-21","2024-10-22","2024-10-23","2034-10-21",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture","5ème Catégorie","U : Établissements de soins","D","D",1978,"1978-1982",,133.8,500,"Residence du Diamant 20000 Ajaccio",,"Residence du Diamant","Ajaccio","20000","2A004","2A","94","2A004_A091",1176432.56,6108196.8,0.53,"adresse non géocodée ban car aucune correspondance trouvée","Résidence Diamant II, Cours Grandval","AJACCIO","20000",1,,,,216.4,38.2,,"Gaz naturel","périmètre de l'usage inconnu",19750.5,19750.5,2055.9,2024,"Électricité","périmètre de l'usage inconnu",6704.5,2915,710.4,2024,,,,,,
"2520T1071390V","2025-04-29","2025-03-27","2025-03-27","2025-03-28","2035-03-26",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,,"avant 1948",23.7,100,0,"39 Rue du Cardinal Fesch 20000 Ajaccio","39","Rue du Cardinal Fesch","Ajaccio","20000","2A004","2A","94","2a004_0225_00039",1176625.52,6108619.45,0.73,"adresse géocodée ban à l'adresse","39 Rue du Cardinal Fesch
Imperial Dog","AJACCIO","20000",0,,"DIA-PNA05-2503-033","Etage : RDC",,,,,,,,,,,,,,,,,,,,,
