"id","numero_dpe","usr_diagnostiqueur_id","usr_logiciel_id","tr001_modele_dpe_id","nom_methode_dpe","version_methode_dpe","nom_methode_etude_thermique","version_methode_etude_thermique","date_visite_diagnostiqueur","date_etablissement_dpe","date_arrete_tarifs_energies","commentaires_ameliorations_recommandations","explication_personnalisee","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","tr002_type_batiment_id","secteur_activite","tr012_categorie_erp_id","tr013_type_erp_id","annee_construction","surface_habitable","surface_thermique_lot","tv016_departement_id","commune","arrondissement","type_voie","nom_rue","numero_rue","batiment","escalier","etage","porte","code_postal","code_insee_commune","code_insee_commune_actualise","numero_lot","quote_part","nom_centre_commercial","surface_commerciale_contractuelle","portee_dpe_batiment","partie_batiment","shon","surface_utile","surface_thermique_parties_communes","en_souterrain","en_surface","nombre_niveaux","nombre_circulations_verticales","nombre_boutiques","presence_verriere","surface_verriere","type_vitrage_verriere","nombre_entrees_avec_sas","nombre_entrees_sans_sas","surface_baies_orientees_nord","surface_baies_orientees_est_ouest","surface_baies_orientees_sud","surface_planchers_hauts_deperditifs","surface_planchers_bas_deperditifs","surface_parois_verticales_opaques_deperditives","etat_avancement","organisme_certificateur","adresse_organisme_certificateur","dpe_vierge","est_efface","date_reception_dpe","longitude","latitude","geo_score","geo_type","geo_adresse","geo_id","geo_l4","geo_l5","tr001_modele_dpe_code","tr001_modele_dpe_type_id","tr001_modele_dpe_modele","tr001_modele_dpe_description","tr001_modele_dpe_fichier_vierge","tr001_modele_dpe_est_efface","tr001_modele_dpe_type","tr001_modele_dpe_type_libelle","tr001_modele_dpe_type_ordre","tr002_type_batiment_code","tr002_type_batiment_description","tr002_type_batiment_libelle","tr002_type_batiment_est_efface","tr002_type_batiment_ordre","tr002_type_batiment_simulateur","tr012_categorie_erp_code","tr012_categorie_erp_categorie","tr012_categorie_erp_groupe","tr012_categorie_erp_est_efface","tr013_type_erp_code","tr013_type_erp_type","tr013_type_erp_categorie_id","tr013_type_erp_est_efface","tr013_type_erp_categorie","tv016_departement_code","tv016_departement_departement","tv017_zone_hiver_id","tv018_zone_ete_id","tv016_departement_altmin","tv016_departement_altmax","tv016_departement_nref","tv016_departement_dhref","tv016_departement_pref","tv016_departement_c2","tv016_departement_c3","tv016_departement_c4","tv016_departement_t_ext_basse","tv016_departement_e","tv016_departement_fch","tv016_departement_fecs_ancienne_m_i","tv016_departement_fecs_recente_m_i","tv016_departement_fecs_solaire_m_i","tv016_departement_fecs_ancienne_i_c","tv016_departement_fecs_recente_i_c","tv017_zone_hiver_code","tv017_zone_hiver_t_ext_moyen","tv017_zone_hiver_peta_cw","tv017_zone_hiver_dh14","tv017_zone_hiver_prs1","tv018_zone_ete_code","tv018_zone_ete_sclim_inf_150","tv018_zone_ete_sclim_sup_150","tv018_zone_ete_rclim_autres_etages","tv018_zone_ete_rclim_dernier_etage"
93163,"132BV8000001@",7002,10,8,"FACTURE - DPE","V2012","\N","\N","2013-07-03","2013-07-04","2011-08-15",,,2478.26,"G",80.69,"F",4,"RESTAURANT","\N","\N",1988,"91.90","91.90",97,"BASTIA","00",,"Restaurant 'LE TANTRA''",,,,,,"20200","20033","20033",,,,,"\N",,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",,"\N","\N","\N","\N","\N","\N","\N","\N",1,"SQI SOCOTEC","Les Quadrants, 3 Av du Centre Guyancourt 78182 Saint-Quentin en Yvelines cedex","0",0,"2013-07-04T04:00:00+02:00",9.449493,42.695989,0.3,"street","Rue Laurent Casanova 20200 Bastia","2B033_0964","RUE LAURENT CASANOVA",,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
99807,"132AV7000004B",5771,3,7,"Méthode Facture",,"\N","\N","2013-06-27","2013-07-08","2011-09-15","Pour ce type d'immeuble, la réglementation impose d'utiliser les consommations réelles pour déterminer les étiquettes 'énergie' et 'climat' : cette information ne nous ayant pas été fournie par le propriétaire, du fait d'une durée d'exploitation saisonnière de l'activité et de l'utilisation d'un  Groupe  Electrogène  sur une tranche horaire journalière limitée, impliquant de ce fait l'absence de facture  Edf , il n'est pas possible d'estimer les consommations.  Le diagnostic se limite donc au descriptif et aux recommandations.",,0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"344.30","344.30",96,"QUENZA",,,"RESTAURANT LES AIGUILLES DE BAVELLA COL DE BAVELLA",,,,,,"20122","20122","20122","Sans objet",,"\N","\N","1",,"313.00","100.00","0.00","0","0","2","0","0","0","0.00","\N","0","0","16.40","6.41","0.38","185.00","185.00","885.00",1,"C 063  QUALIXPERT - 17 RUE BORREL -  81100 CASTRES","17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11)","1",0,"2013-07-08T04:00:00+02:00",,,0,,,,,,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
100183,"132AC2000001S",3046,3,21,"Méthode Facture",,"\N","\N","2013-07-02","2013-07-02","2011-09-15",,"Des écarts sont possibles entre les consommations issues de la simulation conventionnelle et celles issues des consommations réelles.     En effet, il n'est pas tenu compte du comportement subjectif des occupants du bien, ni des variations de saisons imprévisibles.    La nature de l'activité du nouveau locataire n'est pas la même que le précédent locataire : présence d'une chambre froide générant une consommation supérieure au précédant locataire non prise en compte dans l'établissement du présent diagnostic.    Le nombre de jours d'ouverture ainsi que la plage des horaires d'ouverture ne sont pas les mêmes que pour la précédente activité : non prise en compte dans l'établissement du présent diagnostic.",97,"B",3,"A",5,"Centres Commerciaux","5","3",1,"164.75","164.75",96,"AJACCIO",,,"Pôle de Suartello II - route de Mezzavia",,,,,,"20090","20090","20090","7, 8 et 16 (en partie)",,,"149.77","2","lots 7, 8 et 16 (partie)","149.77","149.77","0.00","0","0","2","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","149.77","149.77","50.91",1,"BUREAU VERITAS CERTIFICATION FRANCE","Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11)","0",0,"2013-07-08T04:00:00+02:00",,,0,,,,,,"C2",5,"Par énergie","Pour les centres commerciaux","21_C2_DPE_6.b.pdf",0,"Centre commercial","Centre commercial",4,"TR002_005","Centre Commerciaux","Centres commerciaux",0,4,0,"TR012_005","5ème Catégorie","2ème Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
100201,"132AC2000002T",3046,3,21,"Méthode Facture",,"\N","\N","2013-07-02","2013-07-02","2011-09-15",,"Des écarts sont possibles entre les consommations issues de la simulation conventionnelle et celles issues des consommations réelles.      En effet, il n'est pas tenu compte du comportement subjectif des occupants du bien, ni des variations de saisons imprévisibles.     La nature de l'activité du nouveau locataire n'est pas la même que le précédent locataire : présence d'une chambre froide générant une consommation supérieure au précédant locataire non prise en compte dans l'établissement du présent diagnostic.     Le nombre de jours d'ouverture ainsi que la plage des horaires d'ouverture ne sont pas les mêmes que pour la précédente activité : non prise en compte dans l'établissement du présent diagnostic.",2358,"G",76,"F",5,"Centres Commerciaux","5","3",1,"97.02","97.02",96,"AJACCIO",,,"Pôle de Suartello II - route de Mezzavia",,,,,,"20090","20090","20090","9, 10 et 16 (en partie)",,,"88.20","2","lots 9, 10 et 16 (partie)","88.20","88.20","0.00","0","0","2","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","88.20","88.20","39.18",1,"BUREAU VERITAS CERTIFICATION FRANCE","Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11)","0",0,"2013-07-08T04:00:00+02:00",,,0,,,,,,"C2",5,"Par énergie","Pour les centres commerciaux","21_C2_DPE_6.b.pdf",0,"Centre commercial","Centre commercial",4,"TR002_005","Centre Commerciaux","Centres commerciaux",0,4,0,"TR012_005","5ème Catégorie","2ème Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
139319,"132BV3000001U",5619,2,3,"3CL - DPE","V2012","\N","\N","2013-06-14","2013-06-14","2011-08-15",,"\N",310.94,"D",10.12,"B",4,"Local (partie privative d'immeuble collectif)","1","12",1990,"0.00","0.00",97,"BIGUGLIA","20","\N","Lieud dit  Ceppe","\N","C","Sans objet","Rez de chaussée","Angle Sud","20620","20037","20037","56","\N",,"\N","2",,"0.00","0.00","0.00","0","1","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT",,"0",0,"2013-07-23T04:00:00+02:00",9.451082,42.60153,0.33,"street","lieu dit de mélo 20620 Biguglia","2b037_xiev99","LIEU DIT DE MELO",,"V3",1,"6.3a","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Usage","3_V3_DPE_6.3a.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,"TR012_001","1ère Catégorie","1er Groupe",0,"TR013_012","W : Administrations, banques, bureaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
144137,"132BV4000003X",7002,10,4,"FACTURE - DPE","V2012","\N","\N","2013-06-28","2013-07-01","2011-08-15",,,0,"N",0,"N",4,"Bureau d'Architect","\N","\N",2005,"44.70","44.70",97,"BASTIA","00",,"Imm ''LE RUBIS''",,,,,,"20200","20033","20033",,,,,"\N",,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",,"\N","\N","\N","\N","\N","\N","\N","\N",1,"SQI SOCOTEC","Les Quadrants, 3 Av du Centre Guyancourt 78182 Saint-Quentin en Yvelines cedex","1",0,"2013-07-24T04:00:00+02:00",,,0,,,,,,"V4",1,"6.3a bis","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Energie","4_V4_DPE_6.3a_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
151300,"132AC2000003U",3046,3,21,"Méthode Facture",,"\N","\N","2013-07-25","2013-07-26","2011-09-15",,"Des écarts sont possibles entre les consommations issues de la simulation conventionnelle et celles issues des consommations réelles.  En effet, il n'est pas tenu compte du comportement subjectif des occupants du bien, ni des variations de saisons imprévisibles. La nature du commerce est susceptible de modifier fortement les consommations énergétiques du local.",225,"D",7,"A",5,"Centres Commerciaux","\N","\N",1947,"80.01","80.01",96,"AJACCIO",,,"Centre commercial des Salines - Avenue du Maréchal Juin",,,,,,"20090","20090","20090","Références cadastrales non communiquées",,,"72.74","2","Local commercial","72.74","72.74","0.00","0","0","1","0","0","0","0.00","\N","0","0","1.00","0.00","2.00","72.74","72.74","39.70",1,"BUREAU VERITAS CERTIFICATION FRANCE","Immeuble Le Guillaumet - 60 Avenue du Général de Gaulle - 92800 PUTEAUX (détail sur www.cofrac.fr programme n°4-4-11)","0",0,"2013-07-26T04:00:00+02:00",,,0,,,,,,"C2",5,"Par énergie","Pour les centres commerciaux","21_C2_DPE_6.b.pdf",0,"Centre commercial","Centre commercial",4,"TR002_005","Centre Commerciaux","Centres commerciaux",0,4,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
159963,"132AV8000004C",292,3,8,"Méthode Facture",,"\N","\N","2013-07-19","2013-07-19","2011-09-15",,,449,"F",14,"C",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"220.00","220.00",96,"PORTO-VECCHIO",,,"3 rue Jérôme Leandri",,,,,,"20137","20137","20137","Non communiqué",,"\N","\N","2","RDC","200.00","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","200.00","200.00","133.00",1,"CERTIFI","37, route de Paris 31140 AUCAMVILLE (détail sur www.cofrac.fr programme n°4-4-11)","0",0,"2013-07-31T04:00:00+02:00",,,0,,,,,,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
159989,"132AV8000005D",292,3,8,"Méthode Facture",,"\N","\N","2013-07-19","2013-07-19","2011-09-15",,,1686,"G",54,"E",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1,"255.93","255.93",96,"PORTO-VECCHIO",,,"Les 4 portes",,,,,,"20137","20137","20137","Non communiqué",,"\N","\N","2","RDC","232.66","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","20.00","18.80","232.66","232.66","190.00",1,"CERTIFI","37, route de Paris 31140 AUCAMVILLE (détail sur www.cofrac.fr programme n°4-4-11)","0",0,"2013-07-31T04:00:00+02:00",,,0,,,,,,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
164566,"132BV3000002V",5771,3,3,"Méthode Facture",,"\N","\N","2013-08-01","2013-08-01","2011-09-15","Pour ce type d'immeuble, la réglementation impose d'utiliser les consommations réelles pour déterminer les étiquettes 'énergie' et 'climat'. Cette information ne nous ayant pas été fournie par le propriétaire, étant donné que ce bien anciennement à usage d'appartement de gardien, ne possède pas de compteur électrique, celui-ci étant alimenté par l'ensemble du bâtiment à usage de grande surface de bricolage, par conséquent, il n'est pas possible d'estimer les consommations.  Le diagnostic se limite donc au descriptif et aux recommandations.",,0,"N",0,"N",4,"Bureau, Administration, Enseignement","\N","\N",1,"130.83","130.83",97,"PRUNELLI DI FIUMORBO",,,"LIEU DIT BALDANACCIA RN 198",,,,,,"20243","20243","20243","Sans objet",,"\N","\N","2",,"118.94","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"C 063  QUALIXPERT - 17 RUE BORREL -  81100 CASTRES","17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11)","1",0,"2013-08-01T04:00:00+02:00",,,0,,,,,,"V3",1,"6.3a","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Usage","3_V3_DPE_6.3a.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
183380,"132BV3000003W",292,3,3,"Méthode Facture",,"\N","\N","2013-05-30","2013-05-30","2011-09-15",,,586,"F",19,"C",4,"Bureau, Administration, Enseignement","\N","\N",1947,"167.68","167.68",97,"CORTE",,,"26 cours Paoli",,,,,,"20250","20250","20250","Non communiqué",,"\N","\N","2","RDC","152.44","113.00","0.00","0","0","2","0","0","0","0.00","\N","0","0","4.40","4.40","4.40","128.00","75.00","202.00",1,"CERTIFI","37, route de Paris 31140 AUCAMVILLE (détail sur www.cofrac.fr programme n°4-4-11)","0",0,"2013-08-12T04:00:00+02:00",,,0,,,,,,"V3",1,"6.3a","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Usage","3_V3_DPE_6.3a.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
186121,"132AC1000001R",3046,3,20,"Méthode Facture",,"\N","\N","2013-08-13","2013-08-14","2011-09-15",,,0,"N",0,"N",5,"Centres Commerciaux","\N","\N",1,"52.75","52.75",96,"SARROLA-CARCOPINO",,,"Centre commercial de la Plaine - Effrico",,,,,,"20167","20167","20167",,,,"52.74","2","Local commercial en rez-de-chaussée","47.95","52.74","0.00","0","0","1","0","0","0","0.00","\N","0","0","1.00","0.00","0.00","47.95","47.95","10.00",1,"BUREAU VERITAS CERTIFICATION FRANCE","Immeuble Le Guillaumet - 60 Avenue du Général de Gaulle - 92800 PUTEAUX (détail sur www.cofrac.fr programme n°4-4-11)","1",0,"2013-08-14T04:00:00+02:00",,,0,,,,,,"C1",5,"Par usage","Pour les centres commerciaux","20_C1_DPE_6.a.pdf",0,"Centre commercial","Centre commercial",4,"TR002_005","Centre Commerciaux","Centres commerciaux",0,4,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
198690,"132AP5000001Q",7368,10,18,"FACTURE - DPE","V2012","\N","\N","2013-08-21","2013-08-21","2011-08-15",,,293.71,"E",9.56,"B",4,"commerce","\N","\N",1948,"\N","\N",96,"AJACCIO","00",,"46 rue Fesch",,,,,,"20000","2A130","2A130",,,,,"\N",,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",,"\N","\N","\N","\N","\N","\N","\N","\N",1,"AFNOR Certification","11, rue Francis de Pressensé - 9371 La Plaine Saint-Denis Cedex","0",0,"2013-08-24T04:00:00+02:00",,,0,,,,,,"P5",2,"6.3 public","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","18_P5_DPE_6.3_public.pdf",0,"Public","Bâtiment public",5,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
207803,"132AV3000002V",292,3,3,"Méthode Facture",,"\N","\N","2013-08-16","2013-08-16","2011-09-15","Les bureaux ne sont plus occupés depuis une dizaine d'annnées, ils servaient actuellement à l'archivage.",,0,"N",0,"N",4,"Bureau, Administration, Enseignement","\N","\N",1947,"83.90","83.90",96,"BASTIA",,,"Immeuble Santa Maria - Avenue de la Libération - Lupino",,,,,,"20600","20600","20600",,,"\N","\N","2",,"76.27","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","7.20","0.00","76.27","76.27","64.75",1,"CERTIFI","37, route de Paris 31140 AUCAMVILLE (détail sur www.cofrac.fr programme n°4-4-11)","1",0,"2013-08-29T04:00:00+02:00",,,0,,,,,,"V3",1,"6.3a","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Usage","3_V3_DPE_6.3a.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
210838,"132BV7000002@",5410,13,7,"FACTURE SEULE","V2012","\N","\N","2013-08-28","2013-08-28","2011-08-15","\N","\N",332.06,"E",10.81,"B",4,"\N","\N","\N",1985,"89.00","89.00",97,"VILLE DI PIETRABUGNO",,"Chemin","de l'Annociade Prolongé",,"\N","\N","\N","\N","20200","20353","20353","\N","\N","\N","\N","1","\N","0.00","0.00","0.00","0","0","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"Qualixpert","N°C502","0",0,"2013-08-30T12:35:23+02:00",9.441308,42.706821,0.64,"street","Chemin de l'Annonciade 20200 Ville-di-Pietrabugno","2B353_0341","CHEMIN DE L ANNONCIADE",,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
234874,"132AV3000003W",292,3,3,"Méthode Facture",,"\N","\N","2013-08-30","2013-08-30","2011-09-15","L'agence est fermée depuis de nombreuses années.",,0,"N",0,"N",4,"Bureau, Administration, Enseignement","\N","\N",1947,"49.23","49.23",96,"SARTÈNE",,,"3 rue Bonaparte",,,,,,"20100","20100","20100","8",,"\N","\N","2",,"44.75","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.24","44.75","44.75","121.00",1,"CERTIFI","37, route de Paris 31140 AUCAMVILLE (détail sur www.cofrac.fr programme n°4-4-11)","1",0,"2013-09-10T12:15:48+02:00",,,0,,,,,,"V3",1,"6.3a","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Usage","3_V3_DPE_6.3a.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
235709,"132BV7000003A",5619,2,7,"3CL - DPE","V2012","\N","\N","2013-08-29","2013-08-29","2011-08-15",,"\N",145.96,"C",4.75,"B",4,"Commerce","3","3",1981,"0.00","0.00",97,"PENTA-DI-CASINCA","13","\N","RN n°198 - Folelli","\N","Unique","Sans objet","S/S + RDC","Sans objet","20213","20077","20077","\N","\N",,"\N","2",,"0.00","0.00","0.00","0","1","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT",,"0",0,"2013-09-10T16:09:05+02:00",,,0,,,,,,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,"TR012_003","3ème Catégorie","1er Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
235758,"132BV7000004B",5619,2,7,"3CL - DPE","V2012","\N","\N","2013-08-29","2013-08-29","2011-08-15",,"\N",140.33,"C",4.57,"B",4,"Commerce","3","3",1981,"0.00","0.00",97,"PENTA-DI-CASINCA","13","\N","RN n°198 - Folelli","\N","Unique","Sans objet","S/S + RDC + 1er","Sans objet","20213","20077","20077","\N","\N",,"\N","2",,"0.00","0.00","0.00","0","1","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT",,"0",0,"2013-09-10T16:19:29+02:00",,,0,,,,,,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,"TR012_003","3ème Catégorie","1er Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
236285,"132BV3000004X",5619,2,3,"3CL - DPE","V2012","\N","\N","2013-09-02","2013-09-02","2011-08-15",,"\N",150.83,"C",45.25,"D",4,"Habitation(s) (Parties privatives d'immeuble","5","29",1960,"0.00","0.00",97,"BASTIA","00","\N","4, Rue Impératrice Eugénie","\N","Unique","Unique","Rez de chaussée","A droite en entrant.","20200","20033","20033","52","\N",,"\N","2",,"0.00","0.00","0.00","0","1","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT",,"0",0,"2013-09-10T18:02:27+02:00",9.452284,42.705614,0.81,"housenumber","4 Rue de l’Imperatrice Eugenie 20200 Bastia","2b033_0925_00004","4 RUE DE L IMPERATRICE EUGENIE",,"V3",1,"6.3a","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Usage","3_V3_DPE_6.3a.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,"TR012_005","5ème Catégorie","2ème Groupe",0,"TR013_029","GHW : Bureaux",3,0,"Immeubles de grande hauteur (IGH)","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
